docId,filename,0 names identifier identifiers,1 program comprehension programs,2 complexity mcc code,3 readability understandability models,4 patterns confusing real,5 programmers blank methods,6 code source developers,7 style students programming,8 complexity measures software,9 annotations systems type
13,DeYoung1979,0.0017439861050466588,0.301306814996862,0.0011317050698630398,0.4681039569209304,7.667770120451227E-4,0.08117139544372826,0.06131535508834035,0.0023800835341215177,0.0812731723785572,8.067534505054547E-4
14,ONeal1994,0.0011374032044710494,0.28346158299069296,7.380821264879952E-4,0.0270395618580316,5.000811807451446E-4,7.667321424593947E-4,0.03998901204484811,0.0015522569995167295,0.6442891342012,5.261532515469386E-4
15,Binkley2009,0.739113211819677,0.12482357376544688,0.0072808955878793805,0.04100331624149008,3.859717400722145E-4,0.007303008190679391,0.07784285871997626,0.0011980601514538472,6.430091453670856E-4,4.060946379578336E-4
16,Bauer2019,0.0015034472851678119,0.5241048930755452,9.756149489796049E-4,0.0012603685446531691,6.610194965157041E-4,0.06997585230754527,0.06435217888403627,0.33536991864550797,0.0011012246167193995,6.954821953296126E-4
17,Chaudhary1980,0.025697812781833897,0.42267110927291823,0.001928970722889801,0.0024919811091763154,0.0013069574808911683,0.0020038472712247696,0.036335247856125776,0.0040568091259926215,0.5021321677852706,0.001375096593676727
18,Schankin2018,0.4326381032472583,0.17253453805649702,8.321477521338994E-4,0.001075027450522731,5.6381453432785E-4,8.644490984659707E-4,0.3784057987733223,0.011553625571229574,9.39286129590374E-4,5.932093866519723E-4
19,Gopstein2018,0.0011084871477132728,0.06439790364540876,7.193179586207591E-4,9.292659256584301E-4,0.8140192907589795,7.472396088862385E-4,0.1067667034095824,0.00998708503298125,8.119295877026231E-4,5.127769244667848E-4
20,Dolado2003,0.03133354948947219,0.28820681155592504,0.0012481973130162808,0.0016125097637051616,8.457053269481266E-4,0.0012966483886757535,0.06762686101350396,0.017330100762303634,0.0014089017486398447,0.58909071463781
21,Hofmeister2019,0.6180219606801948,0.12709068674078008,7.932637873584663E-4,0.0010247943886517385,5.374690392682735E-4,8.240557810428202E-4,0.24857857405953454,0.001668309287273274,8.953958845186453E-4,5.654903513774289E-4
22,Beniamini2017,0.6312135477503443,0.09381278681190977,0.0010478791774595052,0.0013537245972382141,7.099815014294666E-4,0.025778701181679634,0.2172596529586002,0.014548863022473282,0.01352786613135974,7.469968675059329E-4
23,Stefik2013,0.0011084871477132728,0.030500740183809584,7.193179586207591E-4,0.01787784765645802,4.8736768059930385E-4,7.472396088862385E-4,0.03049808562098426,0.9167362076307592,8.119295877026231E-4,5.127769244667848E-4
24,Jbara2017,0.013148298089864941,0.12324091605499533,0.5242185938148151,0.0012750233156389353,6.687054145590093E-4,0.0010252694060893333,0.13486464346084234,0.15323147398751005,0.047623507631773275,7.035688239117611E-4
25,Boysen1980,0.0012577008695801059,0.5345873465288696,8.161455222356139E-4,0.001054354635669697,5.529723614382725E-4,8.478257125665971E-4,0.05383347466871315,0.011331448954065827,0.39513692879712004,5.81801949741059E-4
26,Wiese2019,0.0011374032044710494,0.022601032487892032,7.380821264879952E-4,9.535068077515053E-4,5.000811807451446E-4,7.667321424593947E-4,0.274763507497369,0.6971803916736526,8.331096276243849E-4,5.261532515469386E-4
27,Blinman2005,0.028035453583240107,0.2052420118184974,0.0011168149922992472,0.014599987501115812,7.566883683803323E-4,0.2906187143244753,0.4289104047804126,0.0023487682830237526,0.027575017519980084,7.961388285754343E-4
28,Teasley1994,0.0013080069051390707,0.825959260908807,0.010848392649182888,0.0010965271451086602,5.750903768984398E-4,8.817373933770106E-4,0.0059887150655421936,0.13177992014061132,0.020957276312427334,6.050731029062152E-4
29,Fakhoury2019b,9.478414627249316E-4,0.10578831985153092,0.02959974452696021,7.945935828426541E-4,0.02215524112677201,0.007885115268445748,0.27244791713507754,0.008539723086142438,0.5514030403912603,4.384635682432904E-4
30,Buse2010,0.0014863634284427826,0.01817200383655344,9.645289161192618E-4,0.1603297716119353,0.03474287784846784,0.13735944727265434,0.6317770971127028,0.013391619361933596,0.0010887112657295048,6.87579345461156E-4
31,Butler2009,0.3242291078307169,0.04405141507842432,0.0014385874686613158,0.052702502135024164,9.747025352808359E-4,0.0014944288885714782,0.39995433624268917,0.0030254864431849935,0.001623804489107932,0.17050562888833884
32,Geffen2016,0.06933149130744692,0.04863534152074169,0.0011469975603442479,0.02850734838524257,7.771383071123333E-4,0.46062630618117395,0.37293801627735934,0.002412245097906363,0.0012946726063282016,0.014330442756344453
33,Yeh2017,0.06310225763272746,0.31502616462272437,7.511450675431126E-4,0.009819628741799466,0.46066973950881696,7.803021456102213E-4,0.14688771288905764,0.0015797296085386606,8.478544122053255E-4,5.354653709768185E-4
34,Maćkowiak2018,8.5491824277412E-4,0.18038229865221478,0.6083821215148864,0.20332581065528801,3.75881237723318E-4,5.763068833753286E-4,0.003914246736919078,0.0011667391309819791,6.261988853970822E-4,3.9547806043995333E-4
35,Scalabrino2019,0.0368808867810515,0.005349886556257932,7.5785148196651E-4,0.2420419211395954,5.134757370898537E-4,7.872688818507252E-4,0.621396658920237,0.010522088461801908,0.08120971589799744,5.402461421518122E-4
36,Wiese2019b,0.0012577008695801059,0.005761400566280571,0.19311648950863164,0.001054354635669697,5.529723614382725E-4,8.478257125665971E-4,0.08267852626667255,0.684382652906452,0.02976627522296759,5.81801949741059E-4
37,Ceccato2009,0.0016349923879130997,0.10748476747022559,0.0010609770165222897,0.0013706453141408498,7.188558293513386E-4,0.0011021607918472512,0.332469675384124,0.0022313357025180417,0.5511702562388376,7.563338645199564E-4
38,Lawrie2007,0.7227664174836075,0.1849509288532772,0.06078677295941286,8.244646294815227E-4,4.3240304321055025E-4,6.629669831461787E-4,0.027058554679689106,0.0013421833819776837,7.203613176884981E-4,4.549466685089436E-4
39,Scalabrino2018,0.010006779827535837,0.040699529295901,7.511450675431126E-4,0.5673221456963116,5.089318638228272E-4,7.803021456102213E-4,0.29732490000376727,0.06352445371459556,8.478544122053255E-4,0.01823395797270736
40,Binkley2013,0.2716520775161731,0.08720948852699979,6.381942970882775E-4,0.06849161562459667,4.3240304321055025E-4,6.629669831461787E-4,0.11728142267317597,0.45245652334941205,7.203613176884981E-4,4.549466685089436E-4
41,Siegmund2017,0.0013625049367913626,0.4749720933063733,8.841548336986046E-4,0.021974684813782504,5.99051484014925E-4,0.19882694875541562,0.04790317638840593,0.0018594618132749636,0.2509876402296843,6.302834385585543E-4
42,Tenny1988,0.002724897075347028,0.5749359101834732,0.0017682364705209033,0.14810559338021997,0.0011980533741174435,0.0018368738230641623,0.11663399559349809,0.14954002985797132,0.0019958955441952255,0.001260514697592515
43,Miara1983,0.05132134313628529,0.6163403138126556,0.0013914237391070134,0.0017975398131080075,9.427471569869762E-4,0.2965081784131059,0.0098173162494806,0.01931867129525803,0.0015705684659659991,9.918979180464705E-4
44,Fakhoury2019,0.0010634281504082067,0.04552055000896446,0.04946899009654117,0.025280947988806847,0.016727193879897937,7.168649964313244E-4,0.8584998660285977,0.0014513004565711017,7.789253862739753E-4,4.919330075072481E-4
45,Sykes1983,0.003736886795543116,0.5027774415859867,0.4595158915610528,0.0031327034998148385,0.0016429941059425833,0.002519063782845113,0.01710935176471055,0.005099870179705554,0.0027371440088013645,0.0017286527155971941
46,Avidan2017,0.6181965629984872,0.1588846181950274,0.001162709000359771,0.0015020699018309328,0.014485667881229375,0.001207841689846378,0.1999739806171528,0.0024452877524584102,0.001312406882055834,8.288550815518689E-4
47,Ajami2019,0.0013346998411517253,0.07753980002685962,0.011069779439793143,0.001118904342664366,5.868264392783331E-4,8.997313043639521E-4,0.31222096430223334,0.03243251870362089,0.5621793545671937,6.174210328409862E-4
48,Jbara2014b,0.001222439538030238,0.1177452394507473,0.6082473376394902,0.0010247943886517385,5.374690392682735E-4,8.240557810428202E-4,0.2579240213495673,0.001668309287273274,0.01024084317455144,5.654903513774289E-4
49,dosSantos2018,0.0022168996349404067,0.010155393163079422,0.0014385874686613158,0.052702502135024164,9.747025352808359E-4,0.0014944288885714782,0.9253426759305351,0.0030254864431849935,0.001623804489107932,0.0010255193116143586
50,Binkley2019,0.4473376881114115,0.10359996188333997,0.001022630285740323,0.0013211062892228495,6.928743325517763E-4,0.001062325562143651,0.1035961879801473,0.33948393460903087,0.0011542931416107065,7.289978048010587E-4
51,Love1977,0.0013484590696081326,0.6350173702848801,0.13489016811876017,0.0011304389664029144,5.928759485337799E-4,9.090065048130976E-4,0.10926248539983077,0.10492885281992326,9.87700956821553E-4,0.01093264193042623
52,Schulze2013,0.001233971554146918,0.17545765344282685,8.007471274305133E-4,0.0010344618977910923,5.425393118095605E-4,8.318296007307383E-4,0.18488830695651046,0.0016840474640827728,9.038426988189386E-4,0.6326225999458522
53,Butler2010,0.40801301532278683,0.061527077353603715,9.327326481407378E-4,0.0012049701488452834,6.319649633316954E-4,9.689383823094171E-4,0.4900763481567801,0.001961625583108852,0.0010528212529182217,0.03363050618817523
54,Trockman2018,0.0011084871477132728,0.005077867587610202,7.193179586207591E-4,0.5432838813112453,4.8736768059930385E-4,7.472396088862385E-4,0.3779440111023758,0.001512794167581457,8.119295877026231E-4,0.06830710384766514
55,Iselin1988,0.0011374032044710494,0.2052034178398527,7.380821264879952E-4,0.766144454949301,5.000811807451446E-4,7.667321424593947E-4,0.022598308677994713,0.0015522569995167295,8.331096276243849E-4,5.261532515469386E-4
56,Wang2014,8.605425578468078E-4,0.1223600150101289,5.584220956405413E-4,7.214092452363141E-4,3.7835407594935446E-4,0.8097694678893673,0.06314897595124226,0.0011744148456315849,6.303185071964845E-4,3.980798217604653E-4
57,Arab1992,0.0018956283367168854,0.3854735744293459,0.0012301085387266576,0.0015891414029089099,8.334494338972679E-4,0.5374788584903369,0.052154899078459833,0.01707895434671954,0.0013884840586948022,8.769018841932505E-4
58,Medeiros2019,0.0011374032044710494,0.06607779090502552,7.380821264879952E-4,9.535068077515053E-4,0.4265723136686534,7.667321424593947E-4,0.5008426512664631,0.0015522569995167295,8.331096276243849E-4,5.261532515469386E-4
59,kleinschmager2012static,0.0019235035949078255,0.06763146734669234,0.0012481973130162808,0.0016125097637051616,8.457053269481266E-4,0.0012966483886757535,0.038216815118939595,0.046740146656868,0.0014089017486398447,0.8390761047416071
60,Woodfield1981,0.019164910592612855,0.8745039520043743,0.0014385874686613158,0.0018584692620068214,9.747025352808359E-4,0.018442439846243927,0.07794212804691265,0.0030254864431849935,0.001623804489107932,0.0010255193116143586
